日,経225先物1限月 日,中,前場・後場足,,,,
日,付,始値,高値,安値,終値,出来高,売買代金
2014/04/08,後場,14650,14760,14580,14590,49715,14600,14590
2014/04/09,前場,14450,14520,14320,14340,32341,14340,14330
2014/04/09,後場,14340,14520,14280,14380,70117,14380,14370
2014/04/10,前場,14510,14520,14380,14410,20902,14420,14410
2014/04/10,後場,14410,14520,14240,14290,51301,14300,14290
2014/04/11,前場,13940,14020,13850,14000,39390,14010,14000
2014/04/11,後場,14000,14060,13850,14060,65521,14060,14050
2014/04/14,前場,13890,14010,13880,13950,22639,13960,13950
2014/04/14,後場,13950,14010,13880,13950,37267,13950,13940
2014/04/15,前場,14080,14090,14000,14050,14463,14050,14040
2014/04/15,後場,14050,14110,13970,14030,33368,14040,14030
2014/04/16,前場,14180,14350,14160,14340,28036,14340,14330
2014/04/16,後場,14340,14430,14160,14420,50481,14430,14420
2014/04/17,前場,14400,14510,14350,14370,23558,14370,14360
2014/04/17,後場,14370,14510,14350,14380,46655,14380,14370
2014/04/18,前場,14500,14550,14460,14510,11360,14510,14500
2014/04/18,後場,14510,14550,14450,14520,21120,14530,14520
2014/04/21,前場,14550,14660,14550,14640,16887,14640,14630
2014/04/21,後場,14640,14660,14500,14530,31194,14540,14530
2014/04/22,前場,14590,14620,14550,14560,9585,14570,14560
2014/04/22,後場,14560,14620,14350,14350,31557,14360,14350
2014/04/23,前場,14500,14550,14470,14480,14211,14490,14480
2014/04/23,後場,14480,14570,14460,14550,26948,14550,14540
2014/04/24,前場,14560,14570,14490,14500,11231,14500,14490
2014/04/24,後場,14500,14570,14370,14420,33893,14430,14420
2014/04/25,前場,14380,14570,14330,14500,22783,14510,14500
2014/04/25,後場,14500,14570,14330,14460,44407,14460,14450
2014/04/28,前場,14280,14340,14220,14270,15905,14270,14260
2014/04/28,後場,14270,14340,14220,14310,27875,14310,14300
2014/04/30,前場,14420,14440,14310,14310,16999,14320,14310
2014/04/30,後場,14310,14440,14220,14220,40952,14220,14210
2014/05/01,前場,14350,14450,14340,14420,18829,14430,14420
2014/05/01,後場,14420,14500,14340,14490,43174,14490,14480
2014/05/02,前場,14440,14470,14410,14450,11243,14450,14440
2014/05/02,後場,14450,14510,14410,14480,25398,14490,14480
2014/05/07,前場,14280,14290,14110,14130,28272,14130,14120
2014/05/07,後場,14130,14290,14020,14070,52738,14080,14070
2014/05/08,前場,14150,14220,14110,14220,17392,14220,14210
2014/05/08,後場,14220,14260,14110,14140,37797,14150,14140
2014/05/09,前場,14100,14270,14090,14250,21348,14260,14250
2014/05/09,後場,14250,14270,14090,14210,38064,14210,14200
2014/05/12,前場,14170,14240,14160,14180,14349,14180,14170
2014/05/12,後場,14180,14240,14130,14170,26686,14170,14160
2014/05/13,前場,14390,14450,14380,14400,16075,14410,14400
2014/05/13,後場,14400,14470,14380,14430,31665,14430,14420
2014/05/14,前場,14390,14430,14350,14380,12122,14390,14380
2014/05/14,後場,14380,14430,14350,14410,23102,14410,14400
2014/05/15,前場,14270,14310,14190,14290,18533,14290,14280
2014/05/15,後場,14290,14320,14190,14300,34082,14310,14300
2014/05/16,前場,14080,14100,14040,14060,15583,14060,14050
2014/05/16,後場,14060,14140,14010,14130,41571,14140,14130
2014/05/19,前場,14140,14160,14070,14110,11404,14120,14110
2014/05/19,後場,14110,14160,13990,14030,35568,14040,14030
2014/05/20,前場,14090,14140,14040,14120,14276,14130,14120
2014/05/20,後場,14120,14150,14040,14060,24574,14070,14060
2014/05/21,前場,13970,14050,13960,14040,12409,14040,14030
